net,sta,lat,lon,elev,lito,lito_code,luse,luse_code,coast_dist,road_dist
IT,VAL,43.1593,12.6017,0.348,3,Al,100,SL,83.9829483299851,38.868025213132114
IT,VALS,46.3388,11.8017,2.086,6,Ssr,230,GL,111.34959928268,21.22194413384042
IT,VAV,45.9998,12.8446,0.105,3,Al,100,SL,43.0699298469496,7.481202675757552
IT,VBM,38.7138,16.1238,0.053,3,Al,100,SL,0.261536406621981,7.243025735230448
IT,VBV,38.6779,16.1065,0.537,15,Sr,100,SL,3.76820655334769,66.94983560039257
IT,VCNZ,45.527,11.5894,0.08,3,Al,100,SL,62.0783004441186,89.09342509622267
IT,VDB,45.9069,11.9913,0.44,12,Cr,300,FL,62.3511774228673,5.742723678631118
IX,VDP3,40.6052,15.5721,0.959,18,Ssr,210,ACL,58.5028333006901,21.921919047042188
IX,VDS3,40.7408,15.427,1.154,12,Cr,230,GL,51.0723193950866,17.105977310329575
IT,VGG,39.9676,16.0511,0.371,3,Al,210,ACL,24.9909199710024,18.07329174215829
IX,VGG3,40.336,15.901,0.882,6,Ssr,210,ACL,37.3658924112361,21.197043848297437
IT,VGG7,39.9727,16.0851,0.616,12,Cr,100,SL,27.8469363812032,2.857347986315508
IT,VGL,44.1107,10.2896,0.613,14,Nsr,100,SL,19.5414517817784,4.371070530106102
IT,VGR,44.9945,8.9809,0.131,3,Al,100,SL,64.6481689886512,11.583646293451194
RF,VIDO,45.8583,12.0419,0.17,3,Al,100,SL,55.7243494472898,63.01164114582496
IT,VIE,41.877,16.1653,0.06,17,Ucr,100,SL,1.1788641111892,28.734325279449177
NI,VINO,46.256,13.281,0.608,6,Ssr,100,SL,53.8332691277542,3.5727337083017643
IT,VLC,40.5877,17.469,0.293,12,Cr,100,SL,24.6489707052254,3.395974154969581
IT,VLFB,43.1594,12.5964,0.302,3,Al,100,SL,84.1378042350142,154.62981959001738
IT,VLL,41.6704,12.7726,0.225,11,Pr,100,SL,25.3524318000218,32.54259893084324
IT,VLM,44.3648,10.4661,0.677,6,Ssr,100,SL,50.4152201372088,11.79507301200474
IT,VLN,43.1427,11.8947,0.258,3,Al,210,ACL,93.3891966275457,77.12521326185019
IT,VLS2,38.2175,15.6469,0.106,17,Ucr,100,SL,1.17278700657626,17.741404018688645
IT,VLT,43.4027,10.8674,0.543,17,Ucr,100,SL,32.6763172817841,1.7638464595819976
IT,VNCH,41.4945,14.5861,0.635,17,Ucr,100,SL,64.5444202532533,10.426042492792684
IT,VNF1,41.4805,14.0501,0.231,17,Ucr,100,SL,38.3632722346596,5.697890713393734
IT,VNM,43.7997,7.6017,0.065,16,Ccr,100,SL,1.07109598126643,48.68572711947926
IT,VNN,40.1719,16.4431,0.247,17,Ucr,100,SL,17.191497518599,9.46178979265906
IT,VNZ,46.3338,13.1402,0.296,17,Ucr,100,SL,68.7738294237832,17.722764895172165
IT,VRB,45.9318,8.5589,0.268,3,Al,100,SL,167.873265679023,11.999804826619512
IT,VRCL,45.301,8.4117,0.127,3,Al,100,SL,100.60485681286,10.96798979666272
IT,VRL,44.3927,9.6334,0.803,18,Ssr,230,GL,21.7246505363613,19.378940409633767
IT,VRNA,45.4262,10.9922,0.11,3,Al,100,SL,104.166802004037,37.18330636337199
IT,VRP,41.3332,14.1317,0.207,16,Ccr,100,SL,32.5290327784178,6.874921848051892
IT,VSD,41.8807,16.1703,0.048,12,Cr,100,SL,0.647027059930498,22.59222067114025
IT,VSE,42.1221,14.7071,0.137,17,Ucr,100,SL,1.10622852097016,21.679858095746305
IT,VTT,36.9484,14.5194,0.169,17,Ucr,100,SL,10.2540328540644,5.102867024749914
IT,VZZ,37.1634,14.7553,0.646,9,Lb,100,SL,35.0573754666804,0.9592006555821312
IT,ZPG,44.4657,11.2158,0.195,5,E,100,SL,85.0453114889736,3.650916070054085
IT,ZPP,44.5244,11.2044,0.094,3,Al,100,SL,84.2861726123961,39.12963984765887
