net,sta,lat,lon,elev,lito,lito_code,luse,luse_code,coast_dist,road_dist
IT,MZZ,38.2341,15.2451,0.11,17,Ucr,100,SL,0.388012687518079,4.524151393660212
IT,NAD,40.8717,14.28,0.146,11,Pr,100,SL,3.04243772711289,45.45685521724733
IT,NAP,40.7992,14.1796,0.203,9,Lb,100,SL,0.268639592163026,6.381521053196981
IX,NAPI,40.84,14.18,0.12,11,Pr,100,SL,3.12635555666028,7.788073242243547
IT,NAS,38.1183,14.7863,0.514,6,Ssr,100,SL,3.67063237614606,2.371088055126778
IT,NCH,38.9621,16.3151,0.178,17,Ucr,100,SL,9.55553485208594,38.59332064143669
IT,NCIA,42.7916,13.0923,0.631,17,Ucr,100,SL,67.8121388904858,4.14614733552186
IT,NCO,38.5531,15.938,0.269,13,Ir,100,SL,0.881380119657186,20.61972351667456
IT,NCR,43.1115,12.7845,0.492,6,Ssr,100,SL,76.01786449931,18.171972517692357
IT,NCS,37.7492,14.4013,0.793,6,Ssr,100,SL,29.6466371420245,61.68439001075087
RF,NERV,45.8252,12.2091,0.09,3,Al,100,SL,46.3889875060555,17.395084773443614
IT,NOR,42.7924,13.0924,0.661,3,Al,100,SL,67.7709352433874,0.6473169635475206
IT,NRC,42.7925,13.0964,0.616,3,Al,100,SL,67.4638350927296,17.861355088060673
IT,NRN,42.5155,12.5194,0.306,12,Cr,100,SL,73.2437751541301,9.55763034555434
IT,NSA,37.7667,14.411,0.875,6,Ssr,100,SL,27.8646348967114,63.21862440823237
IT,NSC,37.151,14.3915,0.339,17,Ucr,100,SL,15.3019053607609,3.920691757437769
IX,NSC3,40.8468,15.1222,1.3,17,Ucr,300,FL,34.6683374348323,40.5659087967533
IT,NTE,36.9095,15.0692,0.211,12,Cr,100,SL,7.11601339775553,84.81417035251502
IT,NVG,44.7585,8.7711,0.27,3,Al,100,SL,36.8554818618071,44.129449309182746
IT,NVL,44.843,10.7315,0.022,3,Al,100,SL,106.062798214873,26.93704192628977
IT,NVR1,38.0124,15.1288,0.754,6,Ssr,100,SL,12.4140363546884,7.010725306765342
IT,NZZ,44.7804,8.3561,0.161,17,Ucr,220,PCL,50.0671188269431,9.018344269418767
IT,OPI,41.7763,13.8302,1.17,3,Al,230,GL,58.9228976412675,42.983944114737774
IT,ORC,41.9536,13.6423,0.733,12,Cr,100,SL,76.9359613938797,7.347214028468692
IT,ORP,41.2792,15.2649,0.717,16,Ccr,100,SL,69.790538965694,0.6225105960421888
IT,ORS,39.798,15.9066,0.13,3,Al,100,SL,10.0761829296884,9.456636673291657
IT,OVAR,46.4847,12.8647,0.581,17,Ucr,100,SL,89.8117426653594,7.988476058951822
IT,OVD,44.6366,8.6423,0.235,3,Al,100,SL,25.2259741543109,29.92488075966396
NI,PALA,46.2453,12.9235,1.28,12,Cr,300,FL,62.9650410397683,6.113801136308521
RF,PALM,45.911,13.3339,0.097,17,Ucr,100,SL,22.5028432828732,36.72389441461608
IT,PAN,43.0058,12.1436,0.334,6,Ssr,100,SL,89.3417495528505,3.4995811432220907
IT,PAR,44.8289,10.2793,0.091,3,Al,100,SL,89.2985768448567,20.90566847014443
IT,PAS,45.8515,12.629,0.044,3,Al,100,SL,35.0833488549227,68.95176853940445
RF,PAUL,46.5302,13.1162,0.64,3,Al,100,SL,90.6736861563633,39.53314996369765
IT,PBN,43.0637,13.0821,0.503,3,Al,100,SL,69.0529730387111,14.771840253850373
IT,PCB,42.558,13.338,1.315,6,Ssr,100,SL,56.7027833101156,18.831982665340607
IT,PCH,36.7119,15.0915,0.071,9,Lb,100,SL,2.6039010019456,16.716518101047246
IT,PDM,41.3553,14.3853,0.341,17,Ucr,220,PCL,57.4724417886298,0.3724773563914085
IT,PENN,42.4529,13.9234,0.429,6,Ssr,100,SL,20.4219294858952,30.37042005407849
IT,PGA,40.5686,15.7788,1.018,18,Ssr,100,SL,56.4374786592076,21.06309880133757
IT,PGG,42.3229,13.5394,0.769,17,Ucr,100,SL,56.3274162581232,9.19290098758575
IT,PGN,41.4524,13.7916,0.074,17,Ucr,100,SL,23.2149544073599,10.834376608882463
IX,PGN3,40.5722,15.7967,0.882,12,Cr,230,GL,57.1944684552457,14.399455219504343
IT,PIBC,43.5878,12.5135,0.351,3,Al,100,SL,46.0693955996516,39.2338617564218
IT,PIC,42.8503,11.6849,0.823,11,Pr,100,SL,55.3868443991455,16.46839505072998
IT,PIE,40.7479,15.8824,0.862,6,Ssr,100,SL,73.2388239816744,4.209266355825124
IT,PIT,43.9896,10.9445,0.537,6,Ssr,100,SL,58.5279844625756,66.80725223801828
IT,PLC,40.183,16.6599,0.036,3,Al,100,SL,4.13652868427734,3.5646210555473625
IT,PLP,45.8294,6.9829,1.592,4,Gd,230,GL,231.349917252303,5.743821219748799
IT,PLR,38.1509,13.3425,0.093,16,Ccr,100,SL,2.56465350461856,55.877110979425886
IT,PLS,42.0835,12.7626,0.278,12,Cr,220,PCL,56.035637472471,20.441512259732956
IT,PLT,39.0022,16.3192,0.716,15,Sr,100,SL,12.3874204129938,1.5969502135220797
IT,PLTA,41.8864,14.7893,0.486,6,Ssr,100,SL,17.6037414544528,22.81697352867945
IT,PLZ,37.0682,14.9097,0.678,12,Cr,100,SL,27.5881541537126,12.928390788623274
IT,PLZA,46.5295,13.0155,0.609,3,Al,100,SL,91.8094623190457,18.290825342591933
IT,PNA,37.9971,13.2867,0.758,18,Ssr,100,SL,15.2810973404749,19.56889394494742
IT,PNAL,46.1729,12.2987,0.462,12,Cr,100,SL,81.6451604239528,7.941612394670206
IT,PNC,42.8474,11.6935,0.754,17,Ucr,100,SL,56.5151691735908,12.901778504805486
IT,PNI,39.158,16.4126,0.922,15,Sr,210,ACL,30.7202983480602,54.002117890349965
IT,PNM,44.3799,9.8816,0.339,3,Al,100,SL,30.0691581374982,18.09415709325214
IT,PNN,43.8181,12.2628,0.525,12,Cr,230,GL,38.3152867245379,11.919037819030176
IT,PNR,44.8758,7.3441,0.372,3,Al,100,SL,121.733363374447,99.06049429915396
IT,POL,39.37,16.0445,0.228,17,Ucr,220,PCL,1.58720910402443,22.036560158098546
NI,POLC,46.0266,12.5005,0.15,16,Ccr,300,FL,58.7930471642453,34.81782319041066
IT,PON,46.5072,13.3048,0.58,3,Al,100,SL,80.0556078212017,12.715379882165609
RF,POR,45.9524,12.6808,0.094,3,Al,100,SL,43.4154883312146,49.56386787685905
IT,POT7,40.6501,15.801,0.817,17,Ucr,100,SL,65.6773002572923,27.604063373516095
IT,POZS,40.8288,14.13,0.093,11,Pr,100,SL,0.887716017905365,33.70783230527622
IT,POZT,40.8215,14.1217,0.057,11,Pr,100,SL,0.106257825154539,16.064490171842095
IT,PPL1,36.6857,15.1328,0.083,12,Cr,210,ACL,0.431037458199058,56.84849492260102
IT,PRA,39.902,15.7854,0.029,3,Al,100,SL,0.956781552816073,15.444154007040268
RF,PRAD,46.2476,12.8873,0.586,12,Cr,100,SL,64.2745525046038,27.22399248130609
IT,PRG,43.111,12.3251,0.43,10,M,100,SL,100.956653700947,19.07438030328204
IT,PRGL,43.5451,12.836,0.258,3,Al,100,SL,37.0522341431796,6.952143050178731
IT,PRGP,43.1116,12.3882,0.43,17,Ucr,100,SL,99.410230347191,2.9578622917446027
IT,PRM,43.9792,11.7814,0.45,6,Ssr,100,SL,55.9890384585256,13.007256244596965
IT,PRT,44.1496,10.926,0.862,13,Ir,230,GL,63.3131765787857,10.464132555516828
IT,PRZ,41.3804,14.112,0.133,17,Ucr,210,ACL,33.4329967283265,2.6619976820769327
IT,PSC,41.812,13.7892,1.241,3,Al,340,OL,62.3565356662492,14.2454655886538
IT,PSCZ,41.89,14.0663,1.422,12,Cr,100,SL,56.2937655917715,5.69824795341666
IT,PSR,45.9493,13.0141,0.08,3,Al,100,SL,29.7417839565671,18.59498573430788
IX,PST3,40.5609,15.2433,0.762,17,Ucr,210,ACL,26.7808096412216,82.75697815765302
IT,PSTA,43.9303,10.9213,0.103,3,Al,100,SL,55.495269468701,11.008780685535298
IT,PTA,43.9303,10.9218,0.146,3,Al,100,SL,55.5330314493894,4.563231566654066
IT,PTC,40.3887,16.5611,0.386,17,Ucr,210,ACL,22.2526475949848,0.925847582676657
IT,PTF,41.6963,14.7024,0.661,2,CM,100,SL,40.075552661525,37.81097296090464
IT,PTI,43.0665,13.657,0.294,17,Ucr,100,SL,15.782436216394,9.244461951636415
IT,PTL,43.4273,12.4485,0.688,6,Ssr,210,ACL,64.4525409838963,1.932451279761056
IT,PTR,37.562,14.9077,0.24,9,Lb,100,SL,17.5441496574053,1.0479573883833275
IT,PTT,38.1343,14.9751,0.135,12,Cr,100,SL,1.81728402796378,20.92129475729
IT,PTV,45.2741,10.0879,0.055,3,Al,100,SL,130.693895298574,7.784687963242406
IT,PTZ,40.6482,15.8081,0.773,17,Ucr,100,SL,65.6118499090041,0.8286801504415209
NI,PURA,46.4258,12.7419,1.42,12,Cr,300,FL,91.058358537177,17.393690381124422
IT,PVC,46.417,12.3735,0.857,12,Cr,100,SL,103.280645209455,36.59203382048549
IT,PVF,44.333,10.8252,0.743,6,Ssr,230,GL,68.7989373758412,37.16053128889489
IT,PVS,43.6695,12.0436,0.44,18,Ssr,100,SL,63.7092710739364,7.741653906945708
IT,PVT,44.0405,7.9228,0.311,6,Ssr,210,ACL,20.2330328068464,74.6656299993732
IT,PZI1,42.4356,13.3262,0.908,12,Cr,230,GL,64.0415518580023,6.131394580957474
IT,PZS,44.1885,10.2886,0.659,15,Sr,100,SL,26.0655905055877,172.13963568719208
IT,PZZ,41.6735,14.0358,0.738,6,Ssr,300,FL,54.569709463301,24.03728574603575
IT,RCC,41.2886,13.9803,0.636,17,Ucr,100,SL,18.460516220814,7.453632885730553
RR,RCCR,41.8393,14.0852,1.264,12,Cr,100,SL,57.7344471202592,4.227510605716261
IT,RCG,42.2922,12.2061,0.487,11,Pr,220,PCL,37.4144641046421,8.911524978801419
IT,RCI,38.4251,16.4619,0.021,2,CM,220,PCL,7.2770433897823,15.570995797371022
IT,RCU,38.1214,15.6662,0.128,3,Al,100,SL,1.26573451751407,23.444452767923853
IT,RDD,43.4905,11.3855,0.476,18,Ssr,100,SL,81.5824197388269,4.57361603137559
IT,RDG,41.9263,15.8791,0.098,12,Cr,100,SL,0.323201527394473,8.192777818309098
IX,RDM3,40.8755,15.5361,0.784,16,Ccr,210,ACL,64.8239980619676,11.171961072554152
IT,REA,46.1499,13.2433,0.215,3,Al,100,SL,47.8390465878073,26.95963267268216
IT,RGS,36.9248,14.7032,0.676,12,Cr,100,SL,18.8877092730448,5.121626898511381
IT,RIC,41.4827,14.8377,0.768,17,Ucr,100,SL,54.894660850757,15.98801632251363
IT,RIEM,42.4011,12.8597,0.446,12,Cr,100,SL,81.0829849563642,13.268178252141912
IT,RIEP,42.3983,12.862,0.46,3,Al,100,SL,80.9955858324859,24.956591963988537
IT,RIEV,42.4341,12.9129,0.518,17,Ucr,100,SL,94.8070530296773,16.430682802219124
IT,RIM,44.0056,12.4856,0.186,17,Ucr,100,SL,10.1932811187739,10.084729582778555
IT,RMCL,41.914,12.4542,0.093,3,Al,100,SL,25.5611740139005,13.395238522308224
IT,RMMM,41.9232,12.4526,0.157,17,Ucr,100,SL,26.3894434170307,0.8464980952542929
IT,RMPV,41.8959,12.4844,0.011,3,Al,100,SL,24.9714975712272,8.289014278202453
IT,RMUL,41.904,12.4721,0.077,3,Al,100,SL,25.1581229786996,22.212775008640808
IT,RMVT,41.956,12.4859,0.076,3,Al,100,SL,30.8494287680831,3.7789651924419143
IT,RNC,43.8704,11.6068,0.534,6,Ssr,100,SL,74.3751983206593,3.474029573309544
IT,RNS,44.5954,8.936,0.437,18,Ssr,100,SL,20.1622322446511,1.1187995469756105
IT,RNV2,40.9283,15.669,0.683,11,Pr,100,SL,63.1309183608939,19.286734529156146
IT,ROT7,39.949,16.042,0.661,3,Al,100,SL,23.4051776026644,116.53769617435177
IT,RQT,42.813,13.311,1.188,6,Ssr,230,GL,49.7953911276368,8.784479070730692
IX,RSF3,40.9643,15.176,0.865,6,Ssr,210,ACL,47.4018327368827,17.436944507981362
IT,RSN,39.5706,16.6301,0.433,15,Sr,220,PCL,5.5058063979588,61.2986471290579
IT,RST,46.3629,13.3537,0.673,4,Gd,300,FL,63.5813180442682,18.25819050436745
IT,RTI,42.4302,12.829,0.393,3,Al,210,ACL,81.4066241330289,114.61419364394408
IT,RVR,44.9044,9.5981,0.237,3,Al,100,SL,69.1814654709815,60.81676231080439
IT,RVST,46.5232,12.9265,0.992,3,Al,100,SL,92.3502368408012,12.166732581242275
IT,RVT,40.9315,15.6741,0.725,11,Pr,100,SL,62.630498249186,9.608256980532223
IT,SAA,38.6257,16.5227,0.381,13,Ir,220,PCL,3.24322967364399,25.55359456576325
IT,SAB,41.4058,15.0181,0.541,17,Ucr,300,FL,58.6952545025354,3.5638028908460027
IT,SAC,45.968,12.532,0.079,3,Al,210,ACL,51.6655380187508,61.85420432621726
IT,SAG,40.9316,15.1876,0.928,16,Ccr,300,FL,45.462049216393,11.992799514777367
IX,SALI,40.93,15.18,0.872,16,Ccr,100,SL,44.931716224191,12.252015808156116
IT,SAP,38.6251,16.5251,0.351,13,Ir,100,SL,3.03877410096314,17.279940359224824
IT,SAR,40.0746,15.652,0.196,6,Ssr,340,OL,1.78867347580501,8.590141023192615
IT,SARM,45.0544,9.49,0.104,3,Al,100,SL,81.0327665220645,32.783140286361174
IT,SAS,44.4833,8.4862,0.415,10,M,230,GL,15.6534658275375,11.624948046534971
IT,SAV,44.2448,7.3262,0.976,14,Nsr,300,FL,53.7087087996178,26.332754186652814
IT,SBC,41.9132,13.1055,0.673,10,M,230,GL,59.7194078582654,13.83399420828195
IT,SBDA,41.3023,13.0299,0.027,17,Ucr,100,SL,1.77608123889269,10.047562347139134
IT,SBR,39.6946,16.4682,0.018,3,Al,220,PCL,5.09064333047238,44.716383947701146
IT,SBT,42.9338,13.8604,0.287,17,Ucr,100,SL,2.65049687610912,13.069695414300464
IT,SCC,37.9105,13.0784,0.073,17,Ucr,210,ACL,17.1730515764201,109.77773488797004
IT,SCF,42.2651,13.9985,0.128,6,Ssr,100,SL,29.7241973028995,10.994976245432438
IT,SCI,38.2557,15.7147,0.098,15,Sr,100,SL,0.0802155284003643,18.040722117821183
IT,SCL,39.7739,15.8004,0.014,3,Al,100,SL,0.509995281286474,8.219066959351029
IX,SCL3,40.6951,15.5114,0.744,12,Cr,230,GL,54.1416468765617,12.982436582496964
IT,SCM,41.7108,14.9837,0.678,2,CM,100,SL,26.917633595691,56.432370365763504
IT,SCN,41.9187,13.8724,0.984,3,Al,100,SL,66.6797175843737,10.350940634621836
IT,SCO,42.3632,13.2656,0.771,16,Ccr,100,SL,72.8092230880719,18.65108567985652
IT,SCP,41.8072,15.1646,0.298,17,Ucr,210,ACL,12.7334309223358,31.009082522234145
IT,SCR,36.8296,14.5275,0.139,12,Cr,100,SL,4.76709685933007,2.9078331469856384
IT,SCS,40.0371,18.4615,0.035,12,Cr,100,SL,0.0778451276664758,6.290759112563163
IT,SCV,41.3063,14.8804,0.714,6,Ssr,100,SL,70.5595168895582,17.288937489337854
IT,SDF,46.1669,13.0075,0.246,3,Al,100,SL,52.8822629008957,0.2646105385848548
IT,SDG,41.8426,15.5589,0.257,12,Cr,340,OL,8.13163015236411,14.764005907804597
IT,SDM,42.2897,13.5577,0.666,3,Al,100,SL,55.4083905037446,12.542174014623216
IT,SDN,39.7082,16.0461,0.776,15,Sr,210,ACL,19.4251057134771,36.26461150379331
IT,SDV,45.6281,13.8967,0.488,12,Cr,100,SL,6.62837011958325,2.543697471871833
IT,SEL,44.2654,9.4033,0.076,18,Ssr,100,SL,0.409613610427539,22.23393962070916
IT,SEM,46.4847,10.2713,1.466,4,Gd,100,SL,203.286300118689,28.17570541450572
IT,SEP,41.625,14.8802,0.651,17,Ucr,210,ACL,39.0045601336306,6.41971420232561
RF,SERN,45.8724,12.1319,0.136,3,Al,100,SL,53.4958734564673,21.68398654626564
IX,SFL3,40.7889,15.5782,1.062,18,Ssr,230,GL,64.4731492098662,255.29838099665025
IT,SGD,41.709,15.7332,0.622,12,Cr,100,SL,17.4616008464438,46.4897160783305
IT,SGMA,41.6845,14.9644,0.512,6,Ssr,100,SL,30.1913439792204,12.116437327245428
IT,SGPA,41.6876,14.9629,0.509,6,Ssr,100,SL,29.9054420371354,27.31305843948282
IT,SGR,41.272,14.9261,0.636,6,Ssr,100,SL,67.494046685217,23.86315481472798
IT,SGSC,41.6892,14.9581,0.517,6,Ssr,100,SL,29.8704259059863,0.0159698192295372
IT,SGV,39.2633,16.6897,1.165,13,Ir,100,SL,34.153877152147,62.99950414042583
IT,SGVC,45.0765,10.3798,0.065,3,Al,100,SL,117.920765025441,4.359065527305277
IT,SIG,43.3308,12.7408,0.535,17,Ucr,100,SL,62.0546761006412,0.6238530393672714
IT,SIN,40.4043,16.2267,0.856,17,Ucr,100,SL,48.1151834583036,1.4472185798751915
IT,SLC1,40.3951,15.596,0.563,17,Ucr,100,SL,35.2302409198335,107.42846067700674
IT,SLD,43.8739,12.6739,0.364,16,Ccr,100,SL,11.6210480399319,22.050064064703797
IT,SLL,38.8843,16.7447,0.008,3,Al,100,SL,0.271475525660674,17.96735527486232
IT,SLO,42.9002,12.9528,0.876,10,M,100,SL,90.0423439103659,20.75511546686054
IT,SLOB,45.6044,10.5165,0.076,3,Al,100,SL,174.174661990776,10.989442668714124
IT,SLS,44.6323,9.4059,0.381,16,Ccr,230,GL,35.3446872662753,46.1113544881713
IT,SLZ,44.6509,7.4991,0.392,3,Al,100,SL,95.5354771505243,4.609790468750693
IT,SMA,39.5564,16.125,0.457,17,Ucr,210,ACL,16.4182202302273,31.11049050402807
IT,SMP,44.0641,10.8037,1.022,6,Ssr,100,SL,50.1911092624543,26.80200416533909
IT,SMR,40.4871,16.2459,0.584,17,Ucr,100,SL,53.6232063524867,16.699555340482643
IT,SNA,40.2579,16.2477,0.322,3,Al,100,SL,36.3300892226743,3.4579215594899577
IT,SNG,43.6855,13.2261,0.085,17,Ucr,100,SL,2.56182998537338,1.972813538738868
IT,SNI,42.632,12.554,0.38,17,Ucr,100,SL,86.085465294294,11.64440763834152
IT,SNM,43.9343,12.4493,0.743,12,Cr,210,ACL,18.3988231592532,2.180473218347838
IT,SNN,41.8321,15.5709,0.216,12,Cr,100,SL,9.46963662653378,3.605742845407255
IT,SNO,43.0371,13.3041,0.528,6,Ssr,100,SL,46.3835768367756,26.72869614542029
IX,SNR3,40.7357,15.1927,1.009,12,Cr,300,FL,31.8769678920554,41.04223522841169
IT,SNS1,43.5735,12.1312,0.366,3,Al,100,SL,66.3720618672423,4.586279065442444
IT,SNZ,40.2427,15.5503,0.641,12,Cr,100,SL,18.3424690618174,17.393995808117165
IT,SNZ1,45.0742,9.8944,0.042,3,Al,100,SL,98.2345140289861,51.13103376258815
IT,SON,46.1732,9.8572,0.523,15,Sr,100,SL,208.613208799876,20.625325223414027
IT,SORA,41.7154,13.6061,0.338,17,Ucr,100,SL,50.5034978388575,30.292023518418244
IT,SPA,40.0353,16.3345,0.855,6,Ssr,100,SL,25.3810589796723,20.813810676061763
IT,SPD,42.5151,13.371,1.338,6,Ssr,230,GL,56.4924622446715,31.715748374209795
IT,SPI,46.1082,12.9058,0.18,3,Al,300,FL,49.253440351411,18.69734891668714
IT,SPM,42.7232,12.7512,0.778,12,Cr,300,FL,102.795761284651,7.319131048880994
IT,SPO1,42.7344,12.7363,0.428,3,Al,100,SL,103.290986096568,3.483994980327467
IT,SPP,46.5725,12.709,1.318,3,Al,230,GL,102.886100302427,1.8040362840644475
IT,SPR,38.2672,15.6019,0.111,17,Ucr,100,SL,1.0003381010084,2.8079400327312225
IT,SPS,39.3402,16.4491,1.307,13,Ir,100,SL,34.9271534464606,28.27708265547367
IT,SPT1,41.458,14.4927,0.785,12,Cr,300,FL,70.5534652878451,0.2215215608433064
IT,SPVL,41.7892,14.1828,0.984,6,Ssr,100,SL,58.0511150755812,6.243077588522989
IT,SPZ,39.6594,16.3019,0.386,15,Sr,220,PCL,19.2589248263358,273.49688243083745
IT,SQL,38.7799,16.5162,0.535,16,Ccr,230,GL,4.6702394846823,41.5384141365071
IT,SRC,37.0896,15.2924,0.103,12,Cr,100,SL,0.624443087485639,31.6652249971038
IT,SRE,45.6703,9.7518,0.22,3,Al,100,SL,153.127245103555,7.983967374586273
IT,SRL,43.5179,13.6193,0.086,6,Ssr,100,SL,0.335835502901801,31.03073215389089
IT,SRN,38.572,16.3235,0.815,3,Al,100,SL,23.0554182839578,47.24510440669135
IX,SRN3,40.4861,15.458,1.067,12,Cr,230,GL,46.1932870701177,62.10736772774913
IT,SRP,44.8483,10.4469,0.032,3,Al,100,SL,96.1006980976416,17.765599515566024
IT,SRT,37.1665,15.0542,0.467,12,Cr,100,SL,12.0888411472429,27.859284702714127
IT,SSB,38.581,16.3207,0.835,13,Ir,210,ACL,22.0823602166237,193.4376201429828
IX,SSB3,41.0785,15.2292,0.724,17,Ucr,210,ACL,59.8094273936235,84.04933082709108
IT,SSC,42.8746,11.8768,0.645,12,Cr,300,FL,65.3439278173915,6.460437706612455
IT,SSG,43.5698,12.1463,0.347,3,Al,100,SL,66.0314493066059,13.066215908456554
IT,SSNM,41.641,14.3296,0.74,12,Cr,100,SL,60.489946544441,18.081731620792382
IT,SSO,43.5715,12.154,0.376,6,Ssr,100,SL,65.5773650810423,19.703882971570287
IT,SSR,41.6913,15.3736,0.14,17,Ucr,100,SL,23.3093328179589,12.450811855938516
IT,SSU,44.507,10.7848,0.448,6,Ssr,100,SL,79.3044004848906,28.61874582305737
IT,SSV,41.6811,15.3857,0.095,17,Ucr,100,SL,24.3876321510425,2.470304411578668
IT,STB,38.804,15.2336,0.112,9,Lb,230,GL,0.398986596506538,0.2436354600415489
IT,STC,38.0063,14.353,0.257,6,Ssr,220,PCL,1.03731723767489,11.472137147099524
IT,STF,43.9081,11.7944,0.64,6,Ssr,100,SL,59.5672650950788,21.61232858057456
IT,STG,41.5656,14.2311,0.421,17,Ucr,100,SL,55.3285090579948,0.4304703010380664
IT,STI,38.4751,16.4619,0.439,6,Ssr,230,GL,11.2013108174026,0.4976251508808618
IT,STL,40.5408,15.6431,0.748,18,Ssr,100,SL,51.8383429562066,64.63354464816918
IT,STN,41.0183,15.1117,0.684,6,Ssr,100,SL,48.0910211329227,7.403311017162442
IX,STN3,40.53,15.6515,0.832,18,Ssr,230,GL,50.666730078287,9.81662184913747
RF,STOL,46.3605,13.3546,0.586,3,Al,100,SL,63.3058393685889,10.531301171513537
IT,STR,41.0212,15.1163,0.586,6,Ssr,210,ACL,48.8428818874554,23.99714508670449
IT,STS,43.9424,11.905,0.268,3,Al,100,SL,49.9046976301524,12.552404468580695
IT,SUL,42.0895,13.9343,0.569,12,Cr,230,GL,48.6411914234043,7.209302402343103
IT,SULA,42.0734,13.9166,0.412,3,Al,100,SL,50.9052943719149,9.390448139414085
IT,SULC,42.068,13.909,0.423,3,Al,100,SL,51.7306612430433,16.48645825024142
IT,SULP,42.085,13.9274,0.405,17,Ucr,210,ACL,49.3485775581891,11.046697575118156
IT,SUS,45.1425,7.0429,0.645,15,Sr,340,OL,155.819471124191,44.47555575805512
IT,SUZR,44.9879,10.7442,0.063,3,Al,100,SL,120.923478061227,9.369205333633104
IT,SVA,44.3076,8.46,0.137,13,Ir,100,SL,1.30090262244159,11.453805376665285
IT,SVN,37.683,15.1299,0.426,9,Lb,220,PCL,6.58547207347945,44.30166865599556
IT,SVP,38.1734,12.7278,0.108,12,Cr,100,SL,0.794484677451464,42.2422177639083
IT,TAO,37.8523,15.2862,0.261,12,Cr,100,SL,0.482496373850623,4.7426525489179445
IT,TART,40.4618,17.255,0.047,16,Ccr,100,SL,0.595891366084557,6.940542308551336
HA,TARV,46.5074,13.568,0.812,4,Gd,300,FL,78.1508505058476,4.089389190548583
IX,TEGI,40.3799,15.5365,0.568,12,Cr,100,SL,33.6200911206937,14.279801475454752
IT,TEM,37.9878,13.6989,0.1,12,Cr,100,SL,0.323349760540965,0.4903435578828919
IT,TER,42.6565,13.6895,0.317,6,Ssr,100,SL,26.0249224534963,4.918474029812088
IT,TES,38.1424,13.0886,0.114,17,Ucr,100,SL,1.54042090068492,1.535534422391907
IT,TGG,45.562,11.1827,0.762,12,Cr,100,SL,93.1708020897875,20.711996679382164
IT,TGL,44.5337,9.1659,1.087,12,Cr,230,GL,19.0410043151936,32.38478714631589
IT,TGN,40.3919,15.5258,0.475,3,Al,100,SL,35.0373976883346,11.60002333438325
IT,TLM2,46.3814,12.9839,0.519,12,Cr,100,SL,76.0118918663592,2.6670408094967093
IT,TLN,43.2159,13.2584,0.412,6,Ssr,210,ACL,47.0132435425131,9.844362664200862
IT,TLS,41.2224,14.53,0.163,12,Cr,300,FL,47.3368712528831,44.69661724288628
IT,TMO,41.9895,14.975,0.103,17,Ucr,100,SL,1.95142828611915,15.520067314756044
IT,TNO,45.1008,7.6339,0.324,3,Al,100,SL,117.995187219301,7.380934988686102
IT,TNS,45.0305,7.6841,0.408,17,Ucr,100,SL,109.241190283837,7.436638153647914
IT,TOD,42.7381,12.3873,0.429,6,Ssr,100,SL,88.7327113938781,21.665602506035388
IT,TOR,38.0443,14.8146,0.604,15,Sr,300,FL,12.1395055215236,6.174406151559967
IT,TPA,38.6736,15.8891,0.092,17,Ucr,100,SL,0.197376441284568,35.45995600395458
IT,TPI,38.0055,12.534,0.047,3,Al,100,SL,1.36399281876516,99.42538003026398
IT,TRA,46.186,12.8779,0.272,3,Al,100,SL,58.0806433290441,25.471837419394543
IT,TRE,42.8765,12.7358,0.261,3,Al,100,SL,101.368235764088,60.48972921773458
IT,TRF,38.2643,15.6341,0.012,3,Al,100,SL,0.314579488664356,3.975545837298249
MN,TRI,45.709,13.7642,0.161,12,Cr,100,SL,2.81628877504147,33.96014307788179
IT,TRL,42.4613,12.9323,1.226,12,Cr,300,FL,98.2239994253233,4.26287304640761
IT,TRM,37.9902,13.7003,0.014,10,M,100,SL,0.0678881034361807,39.777009312998
IT,TRN1,42.5582,12.6461,0.175,3,Al,100,SL,82.6195055892258,5.267439992683137
IT,TRO,40.6145,16.1422,0.769,16,Ccr,100,SL,70.1259849566247,0.6968874059989435
IT,TRR,40.6196,16.1561,0.666,6,Ssr,100,SL,69.9047261785035,8.154534902608948
IT,TRS,39.6311,16.2241,0.112,3,Al,100,SL,26.5997419866867,7.148666534855482
IT,TRT,44.886,8.8831,0.211,12,Cr,210,ACL,51.4797193098723,9.070523942398994
IT,TRTO,46.1245,11.0992,0.264,3,Al,100,SL,128.350523306908,33.422550375883176
IT,TRV,41.7829,14.5507,0.566,6,Ssr,100,SL,37.1946731099715,37.54011706712949
IT,TSC,42.4226,11.8696,0.193,9,Lb,100,SL,25.2615532410883,5.269198792809952
IT,TVL,41.893,12.7732,0.118,3,Al,210,ACL,40.6566791958695,14.872355466989154
IT,TVR,43.7123,11.2187,0.083,3,Al,100,SL,74.775236074711,10.252834481559242
RF,UDIN,46.0654,13.2368,0.168,3,Al,100,SL,38.4525296936064,5.571450455642659
IT,UGN,39.8949,18.123,0.023,16,Ccr,100,SL,1.03640076042303,23.1622071711082
IT,UMB,43.2544,12.2556,0.628,6,Ssr,100,SL,88.5864729698275,41.548946216333775
IT,UMBT,43.304,12.3437,0.252,3,Al,100,SL,80.6172184159188,28.82604937240357
IT,URBI,43.7239,12.6348,0.443,6,Ssr,100,SL,28.5394388832065,0.0226786481067104
IT,URBN,43.6709,12.5187,0.289,3,Al,100,SL,37.641861893836,31.70502402096795
IT,UST,42.9419,13.125,0.733,12,Cr,100,SL,64.5193649142412,13.544529575388262
